"Name","Author","User Rating","Reviews","Price","Year","Genre"
"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen","4.6","11128","18.400000000000002","2016","Non Fiction"
"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen","4.6","11128","18.400000000000002","2017","Non Fiction"
"Tina Fey: Bossypants","Tina Fey","4.3","5977","9.600000000000001","2011","Non Fiction"
"To Kill a Mockingbird","Harper Lee","4.8","26234","0.0","2013","Fiction"
"To Kill a Mockingbird","Harper Lee","4.8","26234","0.0","2014","Fiction"
"To Kill a Mockingbird","Harper Lee","4.8","26234","0.0","2015","Fiction"
"To Kill a Mockingbird","Harper Lee","4.8","26234","0.0","2016","Fiction"
"To Kill a Mockingbird","Harper Lee","4.8","26234","5.6000000000000005","2019","Fiction"
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers","Timothy Ferriss","4.6","4360","16.8","2017","Non Fiction"
"Towers of Midnight (Wheel of Time, Book Thirteen)","Robert Jordan","4.8","2282","16.8","2010","Fiction"
"True Compass: A Memoir","Edward M. Kennedy","4.5","438","12.0","2009","Non Fiction"
"Twilight (The Twilight Saga, Book 1)","Stephenie Meyer","4.7","11676","7.2","2009","Fiction"
"Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers","DK","4.5","2586","4.0","2014","Fiction"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand","4.8","29673","12.8","2010","Non Fiction"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand","4.8","29673","12.8","2011","Non Fiction"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand","4.8","29673","12.8","2012","Non Fiction"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand","4.8","29673","10.4","2014","Non Fiction"
"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand","4.8","29673","12.8","2014","Non Fiction"
"Under the Dome: A Novel","Stephen King","4.3","6740","16.0","2009","Fiction"
"Unfreedom of the Press","Mark R. Levin","4.9","5956","8.8","2019","Non Fiction"
"Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books)","Silly Bear","4.8","6108","3.2","2019","Non Fiction"
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely","Lysa TerKeurst","4.7","4585","7.2","2016","Non Fiction"
"Watchmen","Alan Moore","4.8","3829","33.6","2009","Fiction"
"Water for Elephants: A Novel","Sara Gruen","4.5","8958","9.600000000000001","2011","Fiction"
"What Happened","Hillary Rodham Clinton","4.6","5492","14.4","2017","Non Fiction"
"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","Randall Munroe","4.7","9292","13.600000000000001","2014","Non Fiction"
"What Pet Should I Get? (Classic Seuss)","Dr. Seuss","4.7","1873","11.200000000000001","2015","Fiction"
"What Should Danny Do? (The Power to Choose Series)","Adir Levy","4.8","8170","10.4","2019","Fiction"
"What to Expect When You're Expecting","Heidi Murkoff","4.4","3341","7.2","2011","Non Fiction"
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","William Davis","4.4","7497","4.800000000000001","2012","Non Fiction"
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","William Davis","4.4","7497","4.800000000000001","2013","Non Fiction"
"When Breath Becomes Air","Paul Kalanithi","4.8","13779","11.200000000000001","2016","Non Fiction"
"Where the Crawdads Sing","Delia Owens","4.8","87841","12.0","2019","Fiction"
"Where the Wild Things Are","Maurice Sendak","4.8","9967","10.4","2009","Fiction"
"Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane","The Staff of The Late Show withÂ…","4.6","6669","9.600000000000001","2018","Non Fiction"
"Wild: From Lost to Found on the Pacific Crest Trail","Cheryl Strayed","4.4","17044","14.4","2012","Non Fiction"
"Winter of the World: Book Two of the Century Trilogy","Ken Follett","4.5","10760","12.0","2012","Fiction"
"Women Food and God: An Unexpected Path to Almost Everything","Geneen Roth","4.2","1302","8.8","2010","Non Fiction"
"Wonder","R. J. Palacio","4.8","21625","7.2","2013","Fiction"
"Wonder","R. J. Palacio","4.8","21625","7.2","2014","Fiction"
"Wonder","R. J. Palacio","4.8","21625","7.2","2015","Fiction"
"Wonder","R. J. Palacio","4.8","21625","7.2","2016","Fiction"
"Wonder","R. J. Palacio","4.8","21625","7.2","2017","Fiction"
"Wrecking Ball (Diary of a Wimpy Kid Book 14)","Jeff Kinney","4.9","9413","6.4","2019","Fiction"
"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero","4.7","14331","6.4","2016","Non Fiction"
"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero","4.7","14331","6.4","2017","Non Fiction"
"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero","4.7","14331","6.4","2018","Non Fiction"
"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life","Jen Sincero","4.7","14331","6.4","2019","Non Fiction"
